seas_ep,seas,ep,ep_ct,ep_title,character,wordcount,duration,release,writer_1,writer_2,director,US_viewers,imdb,rt,rt_aud
S5E10,5,10,50,Mother's Mercy,Stannis Baratheon,2,60,6/14/2015,George R.R. Martin,David Benioff,David Nutter,8.11,9.1,92,90
S6E1,6,1,51,The Red Woman,Handmaid,16,50,4/24/2016,George R.R. Martin,David Benioff,Jeremy Podeswa,7.94,8.5,86,93
S6E2,6,2,52,Home,Cersei Lannister,8,54,5/1/2016,George R.R. Martin,David Benioff,Jeremy Podeswa,7.29,9.4,87,93
S6E3,6,3,53,Oathbreaker,Bran Stark,20,52,5/8/2016,George R.R. Martin,David Benioff,Daniel Sackheim,7.28,8.7,87,93
S6E4,6,4,54,Book of the Stranger,Brienne of Tarth,17,59,5/15/2016,George R.R. Martin,David Benioff,Daniel Sackheim,7.82,9.1,100,93
S6E5,6,5,55,The Door,Camello,3,57,5/22/2016,George R.R. Martin,David Benioff,Jack Bender,7.89,9.7,98,93
S6E6,6,6,56,Blood of My Blood,Samwell Tarly,4,52,5/29/2016,George R.R. Martin,David Benioff,Jack Bender,6.71,8.4,88,93
S6E7,6,7,57,The Broken Man,Margaery Tyrell,4,51,6/5/2016,George R.R. Martin,David Benioff,Mark Mylod,7.8,8.6,98,93
S6E8,6,8,58,No One,Lord Varys,18,59,6/12/2016,George R.R. Martin,David Benioff,Mark Mylod,7.6,8.4,85,93
S6E9,6,9,59,Battle of the Bastards,Sansa Stark,45,60,6/19/2016,George R.R. Martin,David Benioff,Miguel Sapochnik,7.66,9.9,98,93
S6E10,6,10,60,The Winds of Winter,Jaime Lannister,5,68,6/26/2016,George R.R. Martin,David Benioff,Miguel Sapochnik,8.89,9.9,99,93
S7E1,7,1,61,Dragonstone,Jon Snow,21,59,7/16/2017,George R.R. Martin,David Benioff,Jeremy Podeswa,10.11,8.6,93,82
S7E2,7,2,62,Stormborn,Daenerys Targaryen,6,59,7/23/2017,George R.R. Martin,David Benioff,Mark Mylod,9.27,8.9,96,82
S7E3,7,3,63,The Queen's Justice,Daenerys Targaryen,16,63,7/30/2017,George R.R. Martin,David Benioff,Mark Mylod,9.25,9.2,89,82
S7E4,7,4,64,The Spoils of War,Meera Reed,17,50,8/6/2017,George R.R. Martin,David Benioff,Matt Shakman,10.17,9.8,97,82
S7E5,7,5,65,Eastwatch,Daenerys Targaryen,13,59,8/13/2017,George R.R. Martin,David Benioff,Matt Shakman,10.72,8.8,95,82
S7E6,7,6,66,Beyond the Wall,Arya Stark,15,70,8/20/2017,George R.R. Martin,David Benioff,Alan Taylor,10.24,9,84,82
S7E7,7,7,67,The Dragon and the Wolf,Tyrion Lannister,17,80,8/27/2017,George R.R. Martin,David Benioff,Jeremy Podeswa,12.07,9.4,87,82
S8E1,8,1,68,Winterfell,Jon Snow,11,54,4/14/2019,George R.R. Martin,David Benioff,David Nutter,11.76,7.6,92,30
S8E2,8,2,69,A Knight of the Seven Kingdoms,Bran Stark,5,58,4/21/2019,George R.R. Martin,David Benioff,David Nutter,10.29,7.9,88,30
S8E3,8,3,70,The Long Night,Northern Soldier #16,3,82,4/28/2019,George R.R. Martin,David Benioff,Miguel Sapochnik,12.02,7.5,74,30
S8E4,8,4,71,The Last of the Starks,Jon Snow,4,78,5/5/2019,George R.R. Martin,David Benioff,David Nutter,11.8,5.5,57,30
S8E5,8,5,72,The Bells,Daenerys Targaryen,17,78,5/12/2019,George R.R. Martin,David Benioff,Miguel Sapochnik,12.48,6,49,30
S8E6,8,6,73,The Iron Throne,Jon Snow,13,80,5/19/2019,George R.R. Martin,David Benioff,David Benioff,13.61,4.1,48,30
S1E1,1,1,1,Winter Is Coming,Eddard Stark,3,62,4/17/2011,David Benioff,D.B. Weiss,Timothy Van Patten,2.22,9.1,100,96
S1E2,1,2,2,The Kingsroad,Arya Stark,32,56,4/24/2011,David Benioff,D.B. Weiss,Timothy Van Patten,2.2,8.8,100,96
S1E3,1,3,3,Lord Snow,Cersei Lannister,31,58,5/1/2011,David Benioff,D.B. Weiss,Brian Kirk,2.44,8.7,86,96
S1E4,1,4,4,"Cripples, Bastards, and Broken Things",Samwell Tarly,2,56,5/8/2011,David Benioff,D.B. Weiss,Brian Kirk,2.45,8.8,100,96
S1E5,1,5,5,The Wolf and the Lion,Petyr Baelish,10,55,5/15/2011,David Benioff,D.B. Weiss,Brian Kirk,2.58,9.1,95,96
S1E6,1,6,6,A Golden Crown,Wallen,11,53,5/22/2011,David Benioff,D.B. Weiss,Daniel Minahan,2.44,9.2,100,96
S1E7,1,7,7,You Win or You Die,Ros,6,58,5/29/2011,David Benioff,D.B. Weiss,Daniel Minahan,2.4,9.2,100,96
S1E8,1,8,8,The Pointy End,Lord Varys,18,59,6/5/2011,David Benioff,D.B. Weiss,Daniel Minahan,2.72,9,100,96
S1E9,1,9,9,Baelor,Walder Frey,23,57,6/12/2011,David Benioff,D.B. Weiss,Alan Taylor,2.66,9.6,100,96
S1E10,1,10,10,Fire and Blood,Joffrey Baratheon,13,53,6/19/2011,David Benioff,D.B. Weiss,Alan Taylor,3.04,9.5,100,96
S2E1,2,1,11,The North Remembers,Tyrion Lannister,5,53,4/1/2012,George R.R. Martin,David Benioff,Alan Taylor,3.86,8.8,100,96
S2E2,2,2,12,The Night Lands,Tyrion Lannister,3,54,4/8/2012,George R.R. Martin,David Benioff,Alan Taylor,3.76,8.5,89,96
S2E3,2,3,13,What Is Dead May Never Die,Catelyn Stark,21,53,4/15/2012,George R.R. Martin,David Benioff,Alik Sakharov,3.77,8.8,100,96
S2E4,2,4,14,Garden of Bones,Robb Stark,5,51,4/22/2012,George R.R. Martin,David Benioff,David Petrarca,3.65,8.8,97,96
S2E5,2,5,15,The Ghost of Harrenhal,Cersei Lannister,13,55,4/29/2012,George R.R. Martin,David Benioff,David Petrarca,3.9,8.8,96,96
S2E6,2,6,16,The Old Gods and the New,Theon Greyjoy,8,54,5/6/2012,George R.R. Martin,David Benioff,David Nutter,3.88,9.1,100,96
S2E7,2,7,17,A Man Without Honor,Ygritte,7,56,5/13/2012,George R.R. Martin,David Benioff,David Nutter,3.69,8.9,96,96
S2E8,2,8,18,The Prince of Winterfell,Talisa Maegyr,1,54,5/20/2012,George R.R. Martin,David Benioff,Alan Taylor,3.86,8.8,100,96
S2E9,2,9,19,Blackwater,Tyrion Lannister,2,55,5/27/2012,George R.R. Martin,David Benioff,Neil Marshall,3.38,9.7,100,96
S2E10,2,10,20,Valar Morghulis,Brienne of Tarth,9,64,6/3/2012,George R.R. Martin,David Benioff,Alan Taylor,4.2,9.4,92,96
S3E1,3,1,21,Valar Dohaeris,Bronn,15,55,3/31/2013,George R.R. Martin,David Benioff,Daniel Minahan,4.37,8.8,98,97
S3E2,3,2,22,"Dark Wings, Dark Words",Jaime Lannister,35,56,4/7/2013,George R.R. Martin,David Benioff,Daniel Minahan,4.27,8.6,89,97
S3E3,3,3,23,Walk of Punishment,Jaime Lannister,37,56,4/14/2013,George R.R. Martin,David Benioff,David Benioff,4.72,8.9,92,97
S3E4,3,4,24,And Now His Watch Is Ended,Catelyn Stark,15,53,4/21/2013,George R.R. Martin,David Benioff,Alex Graves,4.87,9.6,100,97
S3E5,3,5,25,Kissed by Fire,Thoros Of Myr,19,57,4/28/2013,George R.R. Martin,David Benioff,Alex Graves,5.35,9,100,97
S3E6,3,6,26,The Climb,Tormund Giantsbane,22,53,5/5/2013,George R.R. Martin,David Benioff,Alik Sakharov,5.5,8.8,83,97
S3E7,3,7,27,The Bear and the Maiden Fair,Robb Stark,10,58,5/12/2013,George R.R. Martin,David Benioff,Michelle MacLaren,4.84,8.7,77,97
S3E8,3,8,28,Second Sons,Mero,32,56,5/19/2013,George R.R. Martin,David Benioff,Michelle MacLaren,5.13,9,97,97
S3E9,3,9,29,The Rains of Castamere,Sandor Clegane,8,51,6/2/2013,George R.R. Martin,David Benioff,David Nutter,5.22,9.9,100,97
S3E10,3,10,30,Mhysa,Tywin Lannister,8,63,6/9/2013,George R.R. Martin,David Benioff,David Nutter,5.39,9.2,100,97
S4E1,4,1,31,Two Swords,Tyrion Lannister,44,58,4/6/2014,George R.R. Martin,David Benioff,D.B. Weiss,6.64,9.1,95,97
S4E2,4,2,32,The Lion and the Rose,Roose Bolton,4,52,4/13/2014,George R.R. Martin,David Benioff,Alex Graves,6.31,9.7,100,97
S4E3,4,3,33,Breaker of Chains,Tommen Baratheon,1,57,4/20/2014,George R.R. Martin,David Benioff,Alex Graves,6.59,8.9,96,97
S4E4,4,4,34,Oathkeeper,Jaime Lannister,10,55,4/27/2014,George R.R. Martin,David Benioff,Michelle MacLaren,6.95,8.8,96,97
S4E5,4,5,35,First of His Name,Jorah Mormont,8,53,5/4/2014,George R.R. Martin,David Benioff,Michelle MacLaren,7.16,8.7,98,97
S4E6,4,6,36,The Laws of Gods and Men,Yara Greyjoy,2,51,5/11/2014,George R.R. Martin,David Benioff,Alik Sakharov,6.4,9.7,96,97
S4E7,4,7,37,Mockingbird,Night's Watch Man #2,4,51,5/18/2014,George R.R. Martin,David Benioff,Alik Sakharov,7.2,9.1,100,97
S4E8,4,8,38,The Mountain and the Viper,Grey Worm,2,52,6/1/2014,George R.R. Martin,David Benioff,Alex Graves,7.17,9.7,96,97
S4E9,4,9,39,The Watchers on the Wall,Pypar,4,51,6/8/2014,George R.R. Martin,David Benioff,Neil Marshall,6.95,9.6,94,97
S4E10,4,10,40,The Children,Qyburn,3,65,6/15/2014,George R.R. Martin,David Benioff,Alex Graves,7.09,9.7,98,97
S5E1,5,1,41,The Wars to Come,Vala,1,53,4/12/2015,George R.R. Martin,David Benioff,Michael Slovis,8,8.5,96,90
S5E2,5,2,42,The House of Black and White,Sansa Stark,1,56,4/19/2015,George R.R. Martin,David Benioff,Michael Slovis,6.81,8.5,96,90
S5E3,5,3,43,High Sparrow,Cersei Lannister,8,60,4/26/2015,George R.R. Martin,David Benioff,Mark Mylod,6.71,8.5,100,90
S5E4,5,4,44,Sons of the Harpy,King's Landing Wine Merchant,4,51,5/3/2015,George R.R. Martin,David Benioff,Mark Mylod,6.82,8.7,96,90
S5E5,5,5,45,Kill the Boy,Stannis Baratheon,1,57,5/10/2015,George R.R. Martin,David Benioff,Jeremy Podeswa,6.56,8.6,96,90
S5E6,5,6,46,"Unbowed, Unbent, Unbroken",Jaqen H'ghar,48,54,5/17/2015,George R.R. Martin,David Benioff,Jeremy Podeswa,6.24,8,54,90
S5E7,5,7,47,The Gift,Davos Seaworth,2,59,5/24/2015,George R.R. Martin,David Benioff,Miguel Sapochnik,5.4,9,83,90
S5E8,5,8,48,Hardhome,Jaqen H'ghar,9,61,5/31/2015,George R.R. Martin,David Benioff,Miguel Sapochnik,7.01,9.9,100,90
S5E9,5,9,49,The Dance of Dragons,Jaime Lannister,5,52,6/7/2015,George R.R. Martin,David Benioff,David Nutter,7.14,9.5,83,90
S5E10,5,10,50,Mother's Mercy,Brienne of Tarth,45,60,6/14/2015,George R.R. Martin,David Benioff,David Nutter,8.11,9.1,92,90
S6E1,6,1,51,The Red Woman,Cersei Lannister,1,50,4/24/2016,George R.R. Martin,David Benioff,Jeremy Podeswa,7.94,8.5,86,93
S6E2,6,2,52,Home,Lannister Captain,8,54,5/1/2016,George R.R. Martin,David Benioff,Jeremy Podeswa,7.29,9.4,87,93
S6E3,6,3,53,Oathbreaker,Three-Eyed Raven,10,52,5/8/2016,George R.R. Martin,David Benioff,Daniel Sackheim,7.28,8.7,87,93
S6E4,6,4,54,Book of the Stranger,Davos Seaworth,2,59,5/15/2016,George R.R. Martin,David Benioff,Daniel Sackheim,7.82,9.1,100,93
S6E5,6,5,55,The Door,Lady Crane,4,57,5/22/2016,George R.R. Martin,David Benioff,Jack Bender,7.89,9.7,98,93
S6E6,6,6,56,Blood of My Blood,Samwell Tarly,10,52,5/29/2016,George R.R. Martin,David Benioff,Jack Bender,6.71,8.4,88,93
S6E7,6,7,57,The Broken Man,Olenna Tyrell,4,51,6/5/2016,George R.R. Martin,David Benioff,Mark Mylod,7.8,8.6,98,93
S6E8,6,8,58,No One,Tyrion Lannister,7,59,6/12/2016,George R.R. Martin,David Benioff,Mark Mylod,7.6,8.4,85,93
S6E9,6,9,59,Battle of the Bastards,Jon Snow,7,60,6/19/2016,George R.R. Martin,David Benioff,Miguel Sapochnik,7.66,9.9,98,93
S6E10,6,10,60,The Winds of Winter,Walder Frey,34,68,6/26/2016,George R.R. Martin,David Benioff,Miguel Sapochnik,8.89,9.9,99,93
S7E1,7,1,61,Dragonstone,Sansa Stark,4,59,7/16/2017,George R.R. Martin,David Benioff,Jeremy Podeswa,10.11,8.6,93,82
S7E2,7,2,62,Stormborn,Melisandre,27,59,7/23/2017,George R.R. Martin,David Benioff,Mark Mylod,9.27,8.9,96,82
S7E3,7,3,63,The Queen's Justice,Jon Snow,20,63,7/30/2017,George R.R. Martin,David Benioff,Mark Mylod,9.25,9.2,89,82
S7E4,7,4,64,The Spoils of War,Bran Stark,22,50,8/6/2017,George R.R. Martin,David Benioff,Matt Shakman,10.17,9.8,97,82
S7E5,7,5,65,Eastwatch,Jon Snow,1,59,8/13/2017,George R.R. Martin,David Benioff,Matt Shakman,10.72,8.8,95,82
S7E6,7,6,66,Beyond the Wall,Sansa Stark,11,70,8/20/2017,George R.R. Martin,David Benioff,Alan Taylor,10.24,9,84,82
S7E7,7,7,67,The Dragon and the Wolf,Bronn,18,80,8/27/2017,George R.R. Martin,David Benioff,Jeremy Podeswa,12.07,9.4,87,82
S8E1,8,1,68,Winterfell,Arya Stark,7,54,4/14/2019,George R.R. Martin,David Benioff,David Nutter,11.76,7.6,92,30
S8E2,8,2,69,A Knight of the Seven Kingdoms,Jaime Lannister,5,58,4/21/2019,George R.R. Martin,David Benioff,David Nutter,10.29,7.9,88,30
S8E3,8,3,70,The Long Night,Brienne of Tarth,3,82,4/28/2019,George R.R. Martin,David Benioff,Miguel Sapochnik,12.02,7.5,74,30
S8E4,8,4,71,The Last of the Starks,Tormund Giantsbane,8,78,5/5/2019,George R.R. Martin,David Benioff,David Nutter,11.8,5.5,57,30
S8E5,8,5,72,The Bells,Tyrion Lannister,20,78,5/12/2019,George R.R. Martin,David Benioff,Miguel Sapochnik,12.48,6,49,30
S8E6,8,6,73,The Iron Throne,Tyrion Lannister,10,80,5/19/2019,George R.R. Martin,David Benioff,David Benioff,13.61,4.1,48,30
S1E1,1,1,1,Winter Is Coming,Eddard Stark,3,62,4/17/2011,David Benioff,D.B. Weiss,Timothy Van Patten,2.22,9.1,100,96
S1E2,1,2,2,The Kingsroad,Jon Snow,5,56,4/24/2011,David Benioff,D.B. Weiss,Timothy Van Patten,2.2,8.8,100,96
S1E3,1,3,3,Lord Snow,Joffrey Baratheon,6,58,5/1/2011,David Benioff,D.B. Weiss,Brian Kirk,2.44,8.7,86,96
S1E4,1,4,4,"Cripples, Bastards, and Broken Things",Jon Snow,3,56,5/8/2011,David Benioff,D.B. Weiss,Brian Kirk,2.45,8.8,100,96
S1E5,1,5,5,The Wolf and the Lion,Sansa Stark,11,55,5/15/2011,David Benioff,D.B. Weiss,Brian Kirk,2.58,9.1,95,96
S1E6,1,6,6,A Golden Crown,Osha,15,53,5/22/2011,David Benioff,D.B. Weiss,Daniel Minahan,2.44,9.2,100,96
S1E7,1,7,7,You Win or You Die,Petyr Baelish,96,58,5/29/2011,David Benioff,D.B. Weiss,Daniel Minahan,2.4,9.2,100,96
S1E8,1,8,8,The Pointy End,Eddard Stark,12,59,6/5/2011,David Benioff,D.B. Weiss,Daniel Minahan,2.72,9,100,96
S1E9,1,9,9,Baelor,Catelyn Stark,24,57,6/12/2011,David Benioff,D.B. Weiss,Alan Taylor,2.66,9.6,100,96
S1E10,1,10,10,Fire and Blood,Sansa Stark,5,53,6/19/2011,David Benioff,D.B. Weiss,Alan Taylor,3.04,9.5,100,96
S2E1,2,1,11,The North Remembers,Lord Varys,16,53,4/1/2012,George R.R. Martin,David Benioff,Alan Taylor,3.86,8.8,100,96
S2E2,2,2,12,The Night Lands,Tyrion Lannister,7,54,4/8/2012,George R.R. Martin,David Benioff,Alan Taylor,3.76,8.5,89,96
S2E3,2,3,13,What Is Dead May Never Die,Loras Tyrell,18,53,4/15/2012,George R.R. Martin,David Benioff,Alik Sakharov,3.77,8.8,100,96
S2E4,2,4,14,Garden of Bones,Talisa Maegyr,34,51,4/22/2012,George R.R. Martin,David Benioff,David Petrarca,3.65,8.8,97,96
S2E5,2,5,15,The Ghost of Harrenhal,Tyrion Lannister,18,55,4/29/2012,George R.R. Martin,David Benioff,David Petrarca,3.9,8.8,96,96
S2E6,2,6,16,The Old Gods and the New,Dagmer Cleftjaw,10,54,5/6/2012,George R.R. Martin,David Benioff,David Nutter,3.88,9.1,100,96
S2E7,2,7,17,A Man Without Honor,Jon Snow,16,56,5/13/2012,George R.R. Martin,David Benioff,David Nutter,3.69,8.9,96,96
S2E8,2,8,18,The Prince of Winterfell,Robb Stark,26,54,5/20/2012,George R.R. Martin,David Benioff,Alan Taylor,3.86,8.8,100,96
S2E9,2,9,19,Blackwater,Lord Varys,5,55,5/27/2012,George R.R. Martin,David Benioff,Neil Marshall,3.38,9.7,100,96
S2E10,2,10,20,Valar Morghulis,Jaime Lannister,14,64,6/3/2012,George R.R. Martin,David Benioff,Alan Taylor,4.2,9.4,92,96
S3E1,3,1,21,Valar Dohaeris,Podrick Payne,4,55,3/31/2013,George R.R. Martin,David Benioff,Daniel Minahan,4.37,8.8,98,97
S3E2,3,2,22,"Dark Wings, Dark Words",Brienne of Tarth,25,56,4/7/2013,George R.R. Martin,David Benioff,Daniel Minahan,4.27,8.6,89,97
S3E3,3,3,23,Walk of Punishment,Brienne of Tarth,4,56,4/14/2013,George R.R. Martin,David Benioff,David Benioff,4.72,8.9,92,97
S3E4,3,4,24,And Now His Watch Is Ended,Bran Stark,2,53,4/21/2013,George R.R. Martin,David Benioff,Alex Graves,4.87,9.6,100,97
S3E5,3,5,25,Kissed by Fire,Sandor Clegane,7,57,4/28/2013,George R.R. Martin,David Benioff,Alex Graves,5.35,9,100,97
S3E6,3,6,26,The Climb,Orell,6,53,5/5/2013,George R.R. Martin,David Benioff,Alik Sakharov,5.5,8.8,83,97
S3E7,3,7,27,The Bear and the Maiden Fair,Tormund Giantsbane,57,58,5/12/2013,George R.R. Martin,David Benioff,Michelle MacLaren,4.84,8.7,77,97
S3E8,3,8,28,Second Sons,Daenerys Targaryen,11,56,5/19/2013,George R.R. Martin,David Benioff,Michelle MacLaren,5.13,9,97,97
S3E9,3,9,29,The Rains of Castamere,Osha,3,51,6/2/2013,George R.R. Martin,David Benioff,David Nutter,5.22,9.9,100,97
S3E10,3,10,30,Mhysa,Tyrion Lannister,7,63,6/9/2013,George R.R. Martin,David Benioff,David Nutter,5.39,9.2,100,97
S4E1,4,1,31,Two Swords,Lord Blackmont,23,58,4/6/2014,George R.R. Martin,David Benioff,D.B. Weiss,6.64,9.1,95,97
S4E2,4,2,32,The Lion and the Rose,Ramsay Snow,3,52,4/13/2014,George R.R. Martin,David Benioff,Alex Graves,6.31,9.7,100,97
S4E3,4,3,33,Breaker of Chains,Tywin Lannister,81,57,4/20/2014,George R.R. Martin,David Benioff,Alex Graves,6.59,8.9,96,97
S4E4,4,4,34,Oathkeeper,Tyrion Lannister,2,55,4/27/2014,George R.R. Martin,David Benioff,Michelle MacLaren,6.95,8.8,96,97
S4E5,4,5,35,First of His Name,Daenerys Targaryen,25,53,5/4/2014,George R.R. Martin,David Benioff,Michelle MacLaren,7.16,8.7,98,97
S4E6,4,6,36,The Laws of Gods and Men,Bolton Guard,3,51,5/11/2014,George R.R. Martin,David Benioff,Alik Sakharov,6.4,9.7,96,97
S4E7,4,7,37,Mockingbird,Jon Snow,1,51,5/18/2014,George R.R. Martin,David Benioff,Alik Sakharov,7.2,9.1,100,97
S4E8,4,8,38,The Mountain and the Viper,Missandei,8,52,6/1/2014,George R.R. Martin,David Benioff,Alex Graves,7.17,9.7,96,97
S4E9,4,9,39,The Watchers on the Wall,Gilly,11,51,6/8/2014,George R.R. Martin,David Benioff,Neil Marshall,6.95,9.6,94,97
S4E10,4,10,40,The Children,Grand Maester Pycelle,10,65,6/15/2014,George R.R. Martin,David Benioff,Alex Graves,7.09,9.7,98,97
S5E1,5,1,41,The Wars to Come,Daenerys Targaryen,4,53,4/12/2015,George R.R. Martin,David Benioff,Michael Slovis,8,8.5,96,90
S5E2,5,2,42,The House of Black and White,Brienne of Tarth,7,56,4/19/2015,George R.R. Martin,David Benioff,Michael Slovis,6.81,8.5,96,90
S5E3,5,3,43,High Sparrow,Margaery Tyrell,13,60,4/26/2015,George R.R. Martin,David Benioff,Mark Mylod,6.71,8.5,100,90
S5E4,5,4,44,Sons of the Harpy,King's Landing Merchant,4,51,5/3/2015,George R.R. Martin,David Benioff,Mark Mylod,6.82,8.7,96,90
S5E5,5,5,45,Kill the Boy,Samwell Tarly,17,57,5/10/2015,George R.R. Martin,David Benioff,Jeremy Podeswa,6.56,8.6,96,90
S5E6,5,6,46,"Unbowed, Unbent, Unbroken",Tyrion Lannister,20,54,5/17/2015,George R.R. Martin,David Benioff,Jeremy Podeswa,6.24,8,54,90
S5E7,5,7,47,The Gift,Stannis Baratheon,35,59,5/24/2015,George R.R. Martin,David Benioff,Miguel Sapochnik,5.4,9,83,90
S5E8,5,8,48,Hardhome,Qyburn,17,61,5/31/2015,George R.R. Martin,David Benioff,Miguel Sapochnik,7.01,9.9,100,90
S5E9,5,9,49,The Dance of Dragons,Trystane Martell,2,52,6/7/2015,George R.R. Martin,David Benioff,David Nutter,7.14,9.5,83,90
S5E10,5,10,50,Mother's Mercy,Stannis Baratheon,5,60,6/14/2015,George R.R. Martin,David Benioff,David Nutter,8.11,9.1,92,90
S6E1,6,1,51,The Red Woman,Cersei Lannister,11,50,4/24/2016,George R.R. Martin,David Benioff,Jeremy Podeswa,7.94,8.5,86,93
S6E2,6,2,52,Home,Tommen Baratheon,3,54,5/1/2016,George R.R. Martin,David Benioff,Jeremy Podeswa,7.29,9.4,87,93
S6E3,6,3,53,Oathbreaker,Bran Stark,7,52,5/8/2016,George R.R. Martin,David Benioff,Daniel Sackheim,7.28,8.7,87,93
S6E4,6,4,54,Book of the Stranger,Brienne of Tarth,6,59,5/15/2016,George R.R. Martin,David Benioff,Daniel Sackheim,7.82,9.1,100,93
S6E5,6,5,55,The Door,Camello,3,57,5/22/2016,George R.R. Martin,David Benioff,Jack Bender,7.89,9.7,98,93
S6E6,6,6,56,Blood of My Blood,Dickon Tarly,15,52,5/29/2016,George R.R. Martin,David Benioff,Jack Bender,6.71,8.4,88,93
S6E7,6,7,57,The Broken Man,Margaery Tyrell,4,51,6/5/2016,George R.R. Martin,David Benioff,Mark Mylod,7.8,8.6,98,93
S6E8,6,8,58,No One,Lord Varys,41,59,6/12/2016,George R.R. Martin,David Benioff,Mark Mylod,7.6,8.4,85,93
S6E9,6,9,59,Battle of the Bastards,Sansa Stark,11,60,6/19/2016,George R.R. Martin,David Benioff,Miguel Sapochnik,7.66,9.9,98,93
S6E10,6,10,60,The Winds of Winter,Jaime Lannister,8,68,6/26/2016,George R.R. Martin,David Benioff,Miguel Sapochnik,8.89,9.9,99,93
S7E1,7,1,61,Dragonstone,Jon Snow,14,59,7/16/2017,George R.R. Martin,David Benioff,Jeremy Podeswa,10.11,8.6,93,82
S7E2,7,2,62,Stormborn,Tyrion Lannister,62,59,7/23/2017,George R.R. Martin,David Benioff,Mark Mylod,9.27,8.9,96,82
S7E3,7,3,63,The Queen's Justice,Daenerys Targaryen,118,63,7/30/2017,George R.R. Martin,David Benioff,Mark Mylod,9.25,9.2,89,82
S7E4,7,4,64,The Spoils of War,Meera Reed,5,50,8/6/2017,George R.R. Martin,David Benioff,Matt Shakman,10.17,9.8,97,82
S7E5,7,5,65,Eastwatch,Daenerys Targaryen,38,59,8/13/2017,George R.R. Martin,David Benioff,Matt Shakman,10.72,8.8,95,82
S7E6,7,6,66,Beyond the Wall,Arya Stark,43,70,8/20/2017,George R.R. Martin,David Benioff,Alan Taylor,10.24,9,84,82
S7E7,7,7,67,The Dragon and the Wolf,Tyrion Lannister,23,80,8/27/2017,George R.R. Martin,David Benioff,Jeremy Podeswa,12.07,9.4,87,82
S8E1,8,1,68,Winterfell,Jon Snow,6,54,4/14/2019,George R.R. Martin,David Benioff,David Nutter,11.76,7.6,92,30
S8E2,8,2,69,A Knight of the Seven Kingdoms,Bran Stark,17,58,4/21/2019,George R.R. Martin,David Benioff,David Nutter,10.29,7.9,88,30
S8E3,8,3,70,The Long Night,Northern Soldier #17,4,82,4/28/2019,George R.R. Martin,David Benioff,Miguel Sapochnik,12.02,7.5,74,30
S8E4,8,4,71,The Last of the Starks,Daenerys Targaryen,7,78,5/5/2019,George R.R. Martin,David Benioff,David Nutter,11.8,5.5,57,30
S8E5,8,5,72,The Bells,Daenerys Targaryen,11,78,5/12/2019,George R.R. Martin,David Benioff,Miguel Sapochnik,12.48,6,49,30
S8E6,8,6,73,The Iron Throne,Jon Snow,8,80,5/19/2019,George R.R. Martin,David Benioff,David Benioff,13.61,4.1,48,30
S1E1,1,1,1,Winter Is Coming,Robb Stark,8,62,4/17/2011,David Benioff,D.B. Weiss,Timothy Van Patten,2.22,9.1,100,96
S1E2,1,2,2,The Kingsroad,Arya Stark,3,56,4/24/2011,David Benioff,D.B. Weiss,Timothy Van Patten,2.2,8.8,100,96
S1E3,1,3,3,Lord Snow,Cersei Lannister,77,58,5/1/2011,David Benioff,D.B. Weiss,Brian Kirk,2.44,8.7,86,96
S1E4,1,4,4,"Cripples, Bastards, and Broken Things",Alliser Thorne,47,56,5/8/2011,David Benioff,D.B. Weiss,Brian Kirk,2.45,8.8,100,96
S1E5,1,5,5,The Wolf and the Lion,Petyr Baelish,8,55,5/15/2011,David Benioff,D.B. Weiss,Brian Kirk,2.58,9.1,95,96
S1E6,1,6,6,A Golden Crown,Wildling,25,53,5/22/2011,David Benioff,D.B. Weiss,Daniel Minahan,2.44,9.2,100,96
S1E7,1,7,7,You Win or You Die,Ros,5,58,5/29/2011,David Benioff,D.B. Weiss,Daniel Minahan,2.4,9.2,100,96
S1E8,1,8,8,The Pointy End,Lord Varys,4,59,6/5/2011,David Benioff,D.B. Weiss,Daniel Minahan,2.72,9,100,96
S1E9,1,9,9,Baelor,Walder Frey,5,57,6/12/2011,David Benioff,D.B. Weiss,Alan Taylor,2.66,9.6,100,96
S1E10,1,10,10,Fire and Blood,Joffrey Baratheon,34,53,6/19/2011,David Benioff,D.B. Weiss,Alan Taylor,3.04,9.5,100,96
S2E1,2,1,11,The North Remembers,Cersei Lannister,16,53,4/1/2012,George R.R. Martin,David Benioff,Alan Taylor,3.86,8.8,100,96
S2E2,2,2,12,The Night Lands,Cersei Lannister,3,54,4/8/2012,George R.R. Martin,David Benioff,Alan Taylor,3.76,8.5,89,96
S2E3,2,3,13,What Is Dead May Never Die,Catelyn Stark,10,53,4/15/2012,George R.R. Martin,David Benioff,Alik Sakharov,3.77,8.8,100,96
S2E4,2,4,14,Garden of Bones,Robb Stark,7,51,4/22/2012,George R.R. Martin,David Benioff,David Petrarca,3.65,8.8,97,96
S2E5,2,5,15,The Ghost of Harrenhal,Cersei Lannister,16,55,4/29/2012,George R.R. Martin,David Benioff,David Petrarca,3.9,8.8,96,96
S2E6,2,6,16,The Old Gods and the New,Theon Greyjoy,9,54,5/6/2012,George R.R. Martin,David Benioff,David Nutter,3.88,9.1,100,96
S2E7,2,7,17,A Man Without Honor,Ygritte,14,56,5/13/2012,George R.R. Martin,David Benioff,David Nutter,3.69,8.9,96,96
