Index,Release Date,Season,Episode,Episode Title,Name,gender,class,house,Sentence,
16371,5/24/2015,Season 5,Episode 7,The Gift,high sparrow,male,cleric,none,And he has much to say about you.,2
17087,6/14/2015,Season 5,Episode 10,Mother’s Mercy,high sparrow,male,cleric,none,You wish to make a confession?,2
17089,6/14/2015,Season 5,Episode 10,Mother’s Mercy,high sparrow,male,cleric,none,Your Grace will be dealt with according to her sins.,2
17091,6/14/2015,Season 5,Episode 10,Mother’s Mercy,high sparrow,male,cleric,none,Name him.,2
17093,6/14/2015,Season 5,Episode 10,Mother’s Mercy,high sparrow,male,cleric,none,Your cousin. And the King's squire.,2
17095,6/14/2015,Season 5,Episode 10,Mother’s Mercy,high sparrow,male,cleric,none,You had a husband.,2
17097,6/14/2015,Season 5,Episode 10,Mother’s Mercy,high sparrow,male,cleric,none,His sins do not pardon your own.,2
17099,6/14/2015,Season 5,Episode 10,Mother’s Mercy,high sparrow,male,cleric,none,Other men?,2
17101,6/14/2015,Season 5,Episode 10,Mother’s Mercy,high sparrow,male,cleric,none,No others?,2
17102,6/14/2015,Season 5,Episode 10,Mother’s Mercy,high sparrow,male,cleric,none,Speaking falsehoods before the Gods is a great crime. You understand this?,2
17104,6/14/2015,Season 5,Episode 10,Mother’s Mercy,high sparrow,male,cleric,none,There are those who say your children were not fathered by King Robert. That they are bastards born of incest and adultery.,2
17106,6/14/2015,Season 5,Episode 10,Mother’s Mercy,high sparrow,male,cleric,none,"Good. But these are terrible charges. And the realm must know the truth of them. If Your Grace has given honest testimony, your trial will prove your innocence.",2
17108,6/14/2015,Season 5,Episode 10,Mother’s Mercy,high sparrow,male,cleric,none,To a single sin. Others you have denied. Your trial will separate the truths from the falsehoods.,2
17110,6/14/2015,Season 5,Episode 10,Mother’s Mercy,high sparrow,male,cleric,none,"You have taken the first step on a path back to righteousness. In light of this, I will permit you to return to the Red Keep.",2
17112,6/14/2015,Season 5,Episode 10,Mother’s Mercy,high sparrow,male,cleric,none,The Mother is merciful. It is her you should thank.,2
17114,6/14/2015,Season 5,Episode 10,Mother’s Mercy,high sparrow,male,cleric,none,Good.,2
17116,6/14/2015,Season 5,Episode 10,Mother’s Mercy,high sparrow,male,cleric,none,After your atonement.,2
17118,6/14/2015,Season 5,Episode 10,Mother’s Mercy,high sparrow,male,cleric,none,"A sinner comes before you. Cersei of House Lannister, mother to his Grace King Tommen, widow to his Grace King Robert. She has committed the acts of falsehood and fornication. She has confessed her sins and begged for forgiveness. To demonstrate her repentance, she will cast aside all pride, all artifice, and present herself as the gods made her, to you. The good people of the city. She comes before you with a solemn heart. Shorn of secrets. Naked before the eyes of gods and men. To make her walk of atonement.",2
17236,4/24/2015,Season 6,Episode 1,The Red Woman,high sparrow,male,cleric,none,Septa Unella,2
17237,4/24/2015,Season 6,Episode 1,The Red Woman,high sparrow,male,cleric,none,Our other guests need you,2
17238,4/24/2015,Season 6,Episode 1,The Red Woman,high sparrow,male,cleric,none,There,2
17239,4/24/2015,Season 6,Episode 1,The Red Woman,high sparrow,male,cleric,none,Septa Unella can be overzealous at times I'll speak with her,2
17241,4/24/2015,Season 6,Episode 1,The Red Woman,high sparrow,male,cleric,none,It isn't Ser Loras that brings me here Your husband misses you dearly The love between a man and wife is sacred It reflects the love the gods have for all of us But sin leads us away from the sacred And only confession can purge sin,2
17243,4/24/2015,Season 6,Episode 1,The Red Woman,high sparrow,male,cleric,none,So you believe you are pure? Perfect? Wholly without sin?,2
17245,4/24/2015,Season 6,Episode 1,The Red Woman,high sparrow,male,cleric,none,You have started down the path But you have many miles to go.,2
17448,5/1/2016,Season 6,Episode 2,Home,high sparrow,male,cleric,none,Your Grace Lord Commander,2
17450,5/1/2016,Season 6,Episode 2,Home,high sparrow,male,cleric,none,The gods wait for Queen Margaery to confess her crimes and seek their mercy The king must wait as well,2
17453,5/1/2016,Season 6,Episode 2,Home,high sparrow,male,cleric,none,"On the contrary I fear a great deal The Father, the Mother, the Warrior",2
17454,5/1/2016,Season 6,Episode 2,Home,high sparrow,male,cleric,none,Do you know why we use these stones? To remind us not to fear death We close our eyes on this world and open them on the next,2
17456,5/1/2016,Season 6,Episode 2,Home,high sparrow,male,cleric,none,"In truth, I fear that, too",2
17458,5/1/2016,Season 6,Episode 2,Home,high sparrow,male,cleric,none,Your sister sought the gods' mercy and atoned for her sin,2
17461,5/1/2016,Season 6,Episode 2,Home,high sparrow,male,cleric,none,You would spill blood in this holy place?,2
17463,5/1/2016,Season 6,Episode 2,Home,high sparrow,male,cleric,none,"Go on, then I deserve it We all do We are weak, vain creatures We live only by the Mother's mercy",2
17465,5/1/2016,Season 6,Episode 2,Home,high sparrow,male,cleric,none,I don't They'd never reach me before you struck,2
17467,5/1/2016,Season 6,Episode 2,Home,high sparrow,male,cleric,none,"No doubt many of us would fall But who are we, hmm? We have no names, no family Every one of us is poor and powerless And yet together, we can overthrow an empire",2
17830,5/8/2016,Season 6,Episode 3,Oathbreaker,high sparrow,male,cleric,none,"Oh, your Grace",2
17832,5/8/2016,Season 6,Episode 3,Oathbreaker,high sparrow,male,cleric,none,"Oh, I'm, sorry, your Grace That's not possible Not yet",2
17834,5/8/2016,Season 6,Episode 3,Oathbreaker,high sparrow,male,cleric,none,When she's fully atoned for her sins,2
17836,5/8/2016,Season 6,Episode 3,Oathbreaker,high sparrow,male,cleric,none,"No She must stand trial before seven septons, so we can learn the true extant of her sins",2
17839,5/8/2016,Season 6,Episode 3,Oathbreaker,high sparrow,male,cleric,none,You are,2
17841,5/8/2016,Season 6,Episode 3,Oathbreaker,high sparrow,male,cleric,none,It means a great deal to me The crown and the faith are the twin pillars of the world Do you know who told me that Your mother,2
17843,5/8/2016,Season 6,Episode 3,Oathbreaker,high sparrow,male,cleric,none,"How do you think the Mother Above first came to us? How did men and women first come to feel the Mother's presence? It was through their own mothers There is a great deal of falsehood in Cersei, you know that But when she speaks of you, the Mother's love outshines it all Her love for you is more real than anything else in this world Because it doesn't come from this world But you know that You've felt it You've seen her when she talks to you",2
17845,5/8/2016,Season 6,Episode 3,Oathbreaker,high sparrow,male,cleric,none,It's a great gift One I never had Envy One more thing for me to atone for,2
17846,5/8/2016,Season 6,Episode 3,Oathbreaker,high sparrow,male,cleric,none,"You Grace, may I? Do you mind? It's my knees",2
17848,5/8/2016,Season 6,Episode 3,Oathbreaker,high sparrow,male,cleric,none,"When your mother made her walk of atonement, she did it to get back to you",2
17850,5/8/2016,Season 6,Episode 3,Oathbreaker,high sparrow,male,cleric,none,It's not what I want It's what the gods want They make their will known to us and it's up to us to either accept or reject it,2
17851,5/8/2016,Season 6,Episode 3,Oathbreaker,high sparrow,male,cleric,none,Please,2
17852,5/8/2016,Season 6,Episode 3,Oathbreaker,high sparrow,male,cleric,none,"If we're to be just and good, then we accept it, all of us, even kings A true leader avails himself of the wisest council he can And no one is wiser than the gods",2
17854,5/8/2016,Season 6,Episode 3,Oathbreaker,high sparrow,male,cleric,none,The gods worked through him whether he knew it or not As they work through your mother There's so much good in all of us The best we can do is to help each other bring it out,2
18147,5/15/2016,Season 6,Episode 4,Book of the Stranger,high sparrow,male,cleric,none,"If I were to let you leave right now, where would you go? What would you seek out?",2
18149,5/15/2016,Season 6,Episode 4,Book of the Stranger,high sparrow,male,cleric,none,"Of course, but for you, that means seeking out money, finery, power Seeking out your family means seeking out sin I'm not maligning you I sought those things out, too. To the exclusion of all else My father was a cobbler He died with I was young and I took over his shop He was a simple man and he made simple shoes But I found that the more work I put into my shoes, the more people wanted them Fine leather, ornamentation, detailing, and time Time most of all Dozens of hours spent on a single pair",2
18151,5/15/2016,Season 6,Episode 4,Book of the Stranger,high sparrow,male,cleric,none,"Yes I imagine you've worn a year of someone's life on your back The highborn liked to cover their feet with my time and they paid well for the privilege I used their money to buy a taste of their lives for myself Each time I indulged, I felt myself ascending to something better",2
18153,5/15/2016,Season 6,Episode 4,Book of the Stranger,high sparrow,male,cleric,none,You know,2
18155,5/15/2016,Season 6,Episode 4,Book of the Stranger,high sparrow,male,cleric,none,"Yes, yes, she does enjoy reading at people You're close But it wasn't a graveyard It was a feast I bought old fine wine and young pretty girls and invited my friends to come share it all We passed around the wine, passed around the women, and soon we fell into a stupor I woke before dawn I could barely stand Everyone else was asleep on the couches or on the floor, lying in heaps next to their fine clothes The truth of their bodies laid bare I could smell them beneath the incense and the perfume and the fine food that had already started to turn And I saw it with perfect clarity I saw what my sins were The gold I had, the wine I drank, the women I used, my ceaseless struggle to maintain my position It was all part of a story A story I was telling myself about who I was A collection of lies that would disappear in the light The people I was trying to climb away from, the beggars in the street, the poor, they were closer to the truth than I ever was",2
18157,5/15/2016,Season 6,Episode 4,Book of the Stranger,high sparrow,male,cleric,none,I left to go and find them I didn't even put on my shoes I walked out the door and never went back,2
18158,5/15/2016,Season 6,Episode 4,Book of the Stranger,high sparrow,male,cleric,none,"Come, let's go and see him",2
18160,5/15/2016,Season 6,Episode 4,Book of the Stranger,high sparrow,male,cleric,none,Your brother,2
18662,5/29/2016,Season 6,Episode 6,Blood of My Blood,high sparrow,male,cleric,none,You're afraid for her?,2
18664,5/29/2016,Season 6,Episode 6,Blood of My Blood,high sparrow,male,cleric,none,She'll be protected the entire way. The Faith Militant are very stern with those who overstep their bounds. And Queen Margaery isn't your mother. I suspect the gods will predispose the common people to gentleness on her behalf. She's truly opened her heart to them.,2
18666,5/29/2016,Season 6,Episode 6,Blood of My Blood,high sparrow,male,cleric,none,And now she's devoted to the gods as well. Would you like to see her?,2
18813,5/29/2016,Season 6,Episode 6,Blood of My Blood,high sparrow,male,cleric,none,"Rich or poor, noble or common, if we win, we must atone. Margaery of House Tyrell came to us a sinner. She stood before the gods in the holy sept and lied. She turned a blind eye to her brother's sins. She disgraces her house, the king, and herself.",2
18815,5/29/2016,Season 6,Episode 6,Blood of My Blood,high sparrow,male,cleric,none,Lord Tyrell.,2
18816,5/29/2016,Season 6,Episode 6,Blood of My Blood,high sparrow,male,cleric,none,Ser Jaime.,2
18818,5/29/2016,Season 6,Episode 6,Blood of My Blood,high sparrow,male,cleric,none,I don't have the authority to give them to you. And you don't have the authority to take them.,2
18821,5/29/2016,Season 6,Episode 6,Blood of My Blood,high sparrow,male,cleric,none,The gods don't recognize his authority in this matter.,2
18823,5/29/2016,Season 6,Episode 6,Blood of My Blood,high sparrow,male,cleric,none,To die in the service of the gods would please each and every one of us. We yearn for it. But there is no call for it today. There will be no walk of atonement.,2
18825,5/29/2016,Season 6,Episode 6,Blood of My Blood,high sparrow,male,cleric,none,Queen Margaery has already atoned for her sins by bringing another into the true light of the Seven.,2
18826,5/29/2016,Season 6,Episode 6,Blood of My Blood,high sparrow,male,cleric,none,Together we announce a new age of harmony. A holy alliance between the Crown and the Faith.,2
18932,6/5/2016,Season 6,Episode 7,The Broken Man,high sparrow,male,cleric,none,Your Grace. What are we reading today?,2
18934,6/5/2016,Season 6,Episode 7,The Broken Man,high sparrow,male,cleric,none,"Ah, “As water rounds the stones, smoothing- -”",2
18936,6/5/2016,Season 6,Episode 7,The Broken Man,high sparrow,male,cleric,none,"You learn quickly. There are some who know every verse of the sacred text, but don't have a drop of the Mother's mercy in their blood and savages who can't read at all who understand the Father's wisdom.",2
18938,6/5/2016,Season 6,Episode 7,The Broken Man,high sparrow,male,cleric,none,They are hard to love.,2
18939,6/5/2016,Season 6,Episode 7,The Broken Man,high sparrow,male,cleric,none,"The poor disgust us because they are us, shorn of our illusions. They show us what we'd look like without our fine clothes. How'd we smell without perfume.",2
18940,6/5/2016,Season 6,Episode 7,The Broken Man,high sparrow,male,cleric,none,Can I ask you about a personal matter?,2
18942,6/5/2016,Season 6,Episode 7,The Broken Man,high sparrow,male,cleric,none,"The king mentioned that since your reunion, you haven't joined him in the marriage bed.",2
18944,6/5/2016,Season 6,Episode 7,The Broken Man,high sparrow,male,cleric,none,"You have a duty, Your Grace. To your husband, your king, your country, to the gods themselves.",2
18946,6/5/2016,Season 6,Episode 7,The Broken Man,high sparrow,male,cleric,none,"Congress does not require desire on the woman's part, only patience. The king must have an heir if we are to continue our good work.",2
18948,6/5/2016,Season 6,Episode 7,The Broken Man,high sparrow,male,cleric,none,Hard to find and harder still to walk upon. But you've made great progress. I only pray your grandmother follows your lead.,2
18950,6/5/2016,Season 6,Episode 7,The Broken Man,high sparrow,male,cleric,none,"Yes. The Queen of Thorns is a remarkable woman, a strong woman, and an unrepentant sinner. You must teach her the new way as she taught you the old. Or I fear for her safety, body and soul.",2
19741,6/26/2016,Season 6,Episode 10,The Winds of Winter,high sparrow,male,cleric,none,Ser Loras Tyrell. Are you prepared to stand trial and profess your guilt or innocence before the Seven?,2
19743,6/26/2016,Season 6,Episode 10,The Winds of Winter,high sparrow,male,cleric,none,To which crimes will you be confessing?,2
19746,6/26/2016,Season 6,Episode 10,The Winds of Winter,high sparrow,male,cleric,none,"The gods' judgment is fierce, but also fair. The Warrior punishes those who believe themselves beyond the reach of justice. But the Mother shows her mercy to those who kneel before her.",2
