net_user,age,male,friend_cnt,avg_friend_age,avg_friend_male,friend_country_cnt,subscriber_friend_cnt,songsListened,lovedTracks,posts,playlists,shouts,adopter,tenure,country
dupardipal,32,1,4,30,1,2,0,1371,66,0,1,0,0,40,0
thefutureim3,19,1,4,22.5,1,2,0,665,5,0,0,1,0,40,0
dragnfiyar,17,1,2,20.5,1,1,0,25143,1,0,1,1,0,40,1
heaviestanchor,17,0,2,20,0,2,0,6361,3,0,0,5,0,39,0
hollydid,21,0,4,21.5,0.333333333,3,0,18173,0,0,0,1,0,39,0
nccuong,26,1,2,24.5,0.5,2,0,3321,13,0,0,2,0,39,0
bily666,23,0,9,23.25,0.571428571,6,0,5318,8,0,0,31,0,39,1
bizarrito,37,1,4,29.25,0,1,0,7630,823,0,2,2,0,39,0
fuentes_gerardo,28,1,4,26,0,2,0,3439,34,0,0,3,0,39,0
pjanooo,23,0,2,22.5,0,1,0,1563,10,0,0,1,0,39,0
jorisamalric,21,1,5,24,0.8,1,0,684,0,0,0,2,0,39,0
chickendb,18,0,2,22,1,1,0,1308,20,0,1,4,0,39,0
hexen666,21,1,2,21,1,1,0,2,0,0,1,1,0,39,0
angerdemon,23,1,2,20,1,1,0,1604,5,0,0,1,0,39,0
rwcoyle19,26,1,2,23,0.5,1,0,17325,210,0,2,1,0,38,1
archi_007,21,1,2,20.5,0.5,2,0,2015,31,0,1,1,0,38,0
femke1409,25,0,3,25,0.666666667,1,0,862,0,0,1,2,0,38,0
moorche,20,0,6,20.75,0.75,3,0,464,68,0,1,8,0,38,0
#NAME?,19,0,4,20,0.75,1,0,441,0,0,0,1,0,38,0
thwzr,29,1,3,35.5,1,1,0,298,27,0,0,0,0,38,1
varelaz,26,1,3,30.5,1,1,0,3700,97,0,2,1,0,38,0
debbasienka,23,0,6,24.5,1,2,0,1358,60,0,1,4,0,38,0
liloo87,20,0,2,23.5,1,2,0,3589,0,0,1,7,0,38,0
kimik7,25,0,4,24.5,0.75,3,1,4510,68,0,2,4,0,38,1
rillionrepublic,19,1,6,20.16666667,1,1,1,2143,0,0,0,0,0,37,0
lumivalgeke,21,0,5,19.5,0.666666667,3,0,14216,24,1,0,2,0,37,0
lemmy-alex,37,1,2,34,1,1,0,5198,151,0,1,5,0,37,0
kruzus,20,1,2,18,0.5,1,0,17902,9,0,0,0,0,37,0
phoshious,25,1,2,23.5,0,1,0,7453,10,0,0,4,0,37,0
cheese_cake_,17,0,5,17.5,0,1,0,15,3,0,1,3,0,37,0
unhombrefinito,35,1,2,51,0.5,2,1,353,2,0,0,3,0,37,0
treehuggerjj,27,0,2,19.5,0.5,1,0,1612,19,0,1,3,0,37,0
crazyleprechaun,19,0,4,20,0.75,1,0,326,3,0,0,10,0,37,0
masqueradomme,24,0,4,28,1,4,0,11257,2,1,0,2,0,37,0
johannm89,22,1,2,21.5,1,1,0,318,34,0,0,1,0,37,0
a118,20,1,2,20,1,1,0,398,0,0,0,2,0,37,0
fotostudiotex,60,1,2,45,1,2,1,7101,1,0,0,1,0,37,0
blitzas,18,1,5,18.5,0.5,2,0,43111,123,0,0,0,0,36,0
koolrebel,43,1,5,21,1,2,1,8687,38,0,2,3,0,36,1
sikora3258,27,1,3,26,1,1,0,26428,16,0,1,3,0,36,1
baader_tm,24,1,4,23,0.25,1,0,1094,2,0,0,2,1,36,0
killermone,21,0,4,25,0,1,0,283,4,0,1,2,0,36,1
mindy05,22,0,3,21,0,1,0,2705,1,0,0,2,0,36,0
adrianaallover,17,0,2,18,0,1,0,203,54,0,1,5,0,36,1
marcelodevm,24,1,3,23.5,0.333333333,1,0,1624,1,0,0,5,0,36,0
kikopereira,35,1,2,37,0.5,1,0,838,34,0,0,2,0,36,0
jessicamsilva,23,0,2,24,0.5,0,0,357,1,0,0,4,0,36,0
twilightfadesxo,20,0,2,19.5,0.5,2,0,4310,2,0,1,5,0,36,1
bialovers,19,0,3,19.5,0.666666667,1,0,6787,1,0,1,2,0,36,0
papigda,20,1,6,21,0.75,2,0,3368,10,0,0,4,0,36,0
vannobre,25,0,3,27,1,2,0,6258,99,0,3,0,0,36,0
yurkaimmortal,32,1,2,27,1,2,0,696,2,0,0,1,0,36,0
pidantoes,23,0,2,26,1,2,0,49,8,0,0,2,0,36,0
samlanz,25,1,4,25,1,1,0,7880,161,0,0,1,0,36,1
lightyagamai,18,1,3,20,1,1,0,55436,1,0,0,11,0,36,0
francolb23,23,1,3,23,1,1,0,22354,69,0,0,4,0,35,1
rasan5589,22,1,2,24,0.5,1,0,14328,7,0,1,3,0,35,1
rock4444,18,0,2,19.5,1,2,0,2,0,0,0,1,0,35,0
phssts,43,1,5,28,0,2,1,1892,12,0,1,3,0,35,0
helidae,30,0,3,27,0,1,0,47,23,0,0,3,0,35,0
rbjt,26,1,3,21.5,0,2,0,44,2,0,1,9,0,35,0
crimsonkitty88,21,0,3,20,0,3,0,17,13,0,0,2,0,35,1
zacharydane,28,1,5,27,0.2,1,0,1460,0,0,0,4,0,35,1
putic,35,1,3,31.5,0.333333333,1,0,91,12,0,2,2,0,35,0
lovedsales,18,0,7,20.5,0.4,1,0,725,18,0,0,8,0,35,0
bamell,22,1,3,23,0.5,3,0,0,2,0,0,3,0,35,0
isa96,15,0,4,33.5,0.75,1,0,0,13,0,0,1,0,35,0
dizziwizzy,33,1,2,34,1,1,0,1468,2,0,0,5,0,35,0
lovewhiterabbit,26,0,2,26,1,1,0,1282,104,0,0,2,0,35,1
tbox666,27,1,3,22,1,1,0,10504,0,0,0,4,0,35,1
razzrox,17,1,2,17,0.5,1,0,31509,24,0,0,3,0,34,1
numsu,19,1,2,18.5,1,1,0,14317,13,0,0,0,0,34,0
nikkisociety,36,1,2,33,0.5,1,0,28734,0,0,1,2,0,34,0
sofkuu,17,0,5,17,0.6,1,0,14040,45,0,1,2,0,34,0
phexian,30,1,2,25,0.5,1,0,10986,25,1,1,4,0,34,1
puresweatfm,18,1,3,19,0.5,2,0,37459,0,0,1,4,0,34,1
error512,18,0,2,19,0,1,0,6887,0,0,0,4,0,34,0
gruby_loui,21,0,2,23.5,0,1,0,43,0,0,2,3,0,34,0
limonka_27,14,0,2,15,0,2,0,6175,187,0,1,5,0,34,0
meineson,27,1,2,24.5,0.5,2,0,9460,49,0,0,2,0,34,0
janazo_mazo,30,1,3,31,0.666666667,1,0,3538,14,0,0,3,0,34,0
manusquela,25,0,4,51,1,3,1,95,2,0,0,3,0,34,0
isaq_dan,22,1,2,25,1,1,0,2412,143,0,1,1,0,34,0
bjblyth,22,1,2,24,1,2,0,34298,30,0,0,1,0,34,1
pizdoss,23,1,3,23,1,1,0,1884,0,0,1,2,0,34,0
zooee56,19,0,2,21.5,1,2,0,20,3,0,0,4,0,34,0
burkeey,20,1,3,22.5,0,2,1,5032,13,0,0,0,0,34,0
jairim,25,1,5,24,1,2,0,23130,0,0,0,2,0,33,0
tageri,20,1,6,21,0.8,1,0,14721,37,0,1,7,1,33,0
steffipopeffi,26,0,6,25.75,0.8,2,0,15314,23,0,1,2,0,33,1
betinile,20,0,2,25,0,1,0,0,0,0,0,0,0,33,0
daisyisrad,18,0,3,18.5,0.333333333,3,0,1682,10,0,0,1,0,33,1
mrsilhouette,23,1,2,22,0.5,1,0,130,0,0,0,1,0,33,0
zenekzkoszalina,19,0,3,19.5,0.5,1,0,765,0,0,0,1,0,33,0
pillasparxxxx,21,1,6,20.5,0.8,1,0,10698,13,0,0,3,0,33,1
etlina,34,0,2,36,1,1,0,206,3,0,1,1,0,33,0
clinkers,21,1,5,21.75,1,1,0,18563,105,1,1,7,0,33,0
ellabellalala,21,0,2,22.5,1,1,0,15659,15,0,0,2,0,32,1
eilin_s,26,0,2,27,1,1,0,16,1,0,0,1,0,32,0
m1zbhav3n,23,0,4,25,1,1,0,279,33,0,0,2,0,32,1
chicimori,22,1,3,24,1,1,0,6113,3,0,1,2,0,32,0
zwierzyk02,20,1,2,20,1,1,0,172,0,0,0,1,0,32,0
belphegor130,16,0,2,19,1,2,0,7677,4,0,0,5,0,32,0
billyjean_,23,1,7,22.33333333,0.571428571,4,0,36731,9,0,0,8,0,32,0
schninaprina,17,0,2,21,0,2,0,231,0,0,0,6,0,31,1
odieodieodieoh,15,0,2,17,0,1,0,34,38,0,0,34,0,31,0
jocaandreatta,26,1,2,24,0.5,1,0,0,0,0,0,0,0,31,0
puremadness,18,1,2,19.5,0.5,1,0,60,44,0,0,1,0,31,0
mextacyv,30,0,3,28.5,0.666666667,1,0,214,25,0,0,1,0,31,1
swimminginmusic,22,0,2,22.5,1,1,0,3381,20,0,1,2,0,31,1
cometafly,27,1,2,23,0.5,2,0,0,0,0,0,1,0,30,0
lewap89,22,1,2,22.5,0.5,1,0,3850,1,0,1,5,0,30,0
lena_lein,28,0,5,26,0.75,2,0,338,9,1,0,2,0,30,1
gniroem,33,1,2,33,1,1,0,197,38,0,1,4,0,30,1
miila-,16,0,2,17.5,1,1,0,983,0,0,0,1,0,30,0
xnemecxbrzozox,24,1,4,24.5,0.75,1,0,8543,0,0,1,17,0,29,0
flanny734,19,1,2,18.5,0.5,1,0,342,86,0,0,5,0,29,1
agridag,27,1,3,20,0,1,0,5427,2,0,0,2,0,29,0
annischoenfeld,20,0,2,35,0.5,1,0,9,0,0,0,1,0,29,1
metal6898,23,1,5,21,0.5,1,0,1714,47,0,1,20,0,29,0
hahahanotsomuch,21,0,2,21,0.5,1,0,1807,0,1,0,3,0,29,0
joalva20,37,1,2,29,1,1,0,707,0,0,2,2,0,29,0
nando-kun,15,1,2,26.5,1,1,0,1818,0,1,1,1,0,29,0
m4rvm4n,18,1,2,23,1,1,0,32,0,0,0,2,0,29,1
katinkalein210,34,0,3,36,1,1,0,7527,46,0,1,1,1,28,1
crossbreedbeat,32,1,2,30.5,0.5,1,0,0,0,0,0,0,0,28,0
miriweber,29,0,3,23.5,0.5,1,0,16729,0,0,0,1,0,28,0
mikey6351,47,1,2,28,1,1,0,1207,1,0,0,1,0,28,1
dweezy11,24,1,3,23,1,1,0,20269,13,0,0,2,0,28,1
rockstarjv,17,1,2,17,1,1,0,1060,17,0,0,4,0,28,0
bethwtb,20,0,9,22,0.666666667,2,1,23895,6,0,0,0,0,27,1
beeeeetlejoos,18,0,2,18,0.5,1,0,12252,50,0,0,2,0,27,1
yuilii,24,0,2,24,0.5,1,0,8147,4,0,0,1,0,27,0
cas_wagemakers,24,1,2,29.5,1,1,0,37642,0,0,0,4,0,27,0
lolly__pop,18,0,2,17.5,0,1,0,0,0,0,0,2,0,27,0
gabriel_man,23,1,2,25,0.5,1,0,3617,0,0,2,2,0,27,0
scudo23,20,0,3,22.5,0.5,1,0,27,2,0,0,2,0,27,1
renancomin,17,1,3,21.5,0.5,1,0,3500,1,0,0,1,0,27,0
milaamaral,22,0,2,20.5,0.5,1,0,8,0,0,0,1,0,27,0
konan17,31,0,2,28.5,1,2,0,18,0,0,1,1,0,27,0
gribuvasaru,26,1,3,25,0.666666667,1,1,25747,2,0,2,0,0,26,0
james900,18,1,4,18,0.25,2,0,422,0,0,0,7,0,26,1
rooster16,18,1,2,22.5,0.5,1,0,2761,0,0,0,5,0,26,0
stella_mj,27,0,3,29,1,2,0,2821,66,0,0,1,0,26,0
daarinca,22,0,2,28.5,1,2,0,2578,0,0,3,1,0,26,0
meghanloutattoo,21,0,3,20.5,1,2,1,8476,0,0,0,2,0,25,0
kipras89,22,1,2,21,0,1,0,15671,6,0,0,2,0,25,1
khavroshe4ka,25,0,6,23.25,0.5,2,0,1651,2,0,0,4,0,25,0
fastfordgt500,24,1,3,22,0.666666667,1,0,401,37,0,0,1,0,25,1
mdeterlizzi,20,1,3,20,0.666666667,1,0,325,3,0,0,0,0,25,1
soonerthennow,22,1,4,21.25,0.5,1,0,9428,11,0,0,1,0,25,1
viewtiful_roxas,25,1,2,30,0.5,2,0,47,78,0,0,1,0,25,1
nonepower,22,1,4,26.5,0.5,3,0,0,6,0,1,3,0,25,0
baldy163,48,1,2,24.5,0.5,2,0,442,30,0,0,0,0,25,1
silmariel,20,1,2,23,0.5,1,0,8740,0,0,0,2,0,25,0
qwerstius,22,1,2,22,1,1,0,51,0,0,0,1,0,25,0
_sexraptor_,20,1,2,20,1,1,0,5313,11,0,1,3,0,25,0
igorzhiv,24,1,2,23.5,1,1,0,5217,0,0,0,0,0,24,0
hrnzynp,23,1,3,22,0,1,0,0,0,0,1,2,0,24,0
supermaus0540,21,0,2,24.5,1,1,0,780,13,0,0,2,0,24,1
kenjay83,28,1,2,22,1,1,0,60,7,0,1,2,0,24,1
babyscyld23,18,0,4,21.5,1,2,0,20,10,0,0,2,0,24,1
hardstyle752,35,1,3,20.5,1,2,0,0,0,0,0,2,0,24,0
tlgcegorach,22,1,3,19.5,1,2,0,8685,195,0,0,0,1,23,1
kingmurphy_,18,1,5,17.5,0.75,3,0,26769,34,1,0,2,0,23,0
evieera,15,0,2,15,0,1,0,213,0,0,0,1,0,23,0
katiepopo,18,0,3,19.5,0.5,1,0,4683,34,0,0,3,0,23,1
inv1ctus,20,1,2,21.5,1,1,0,13990,152,0,0,0,0,23,0
faith_wyar,23,0,3,22,1,1,0,10927,2,0,0,2,0,22,0
thisisahighnote,26,1,5,29,0.6,2,0,7817,19,0,0,1,0,22,1
martridenwill,25,1,2,29,0.5,2,0,806,9,1,0,11,0,22,1
yocrunccch,21,0,3,20.5,1,1,0,420,64,0,0,0,0,22,1
belega,18,0,5,21,0.4,4,0,3546,9,0,0,1,0,22,0
avrivera,21,0,2,21.5,0.5,1,0,62,23,0,0,1,0,22,1
apelsin4ik_svk,21,1,2,21.5,1,1,0,0,0,0,0,3,0,22,0
bigmcgeach,18,1,2,18,1,1,0,552,0,0,0,1,0,22,1
mtzler,19,1,2,22,1,2,0,25921,23,1,0,2,0,21,1
erinmonster5,28,0,3,24.5,0,2,0,3234,268,0,2,2,0,21,1
fgarciabr28,29,1,4,22,0,4,0,0,0,0,0,3,0,21,0
intake_531,22,1,2,19.5,0,1,0,23,20,0,0,11,0,21,1
lady-cat777,19,0,5,21.75,0.75,3,0,156,6,0,0,2,0,21,0
bwalker92,19,1,3,20.5,1,1,0,4006,11,0,1,9,0,20,1
mr-qie,24,1,3,21,0,2,0,0,0,0,0,1,0,20,0
ironfish14,19,1,3,17,0,2,0,669,16,0,1,2,0,20,0
katharinastruzl,21,0,3,22,0.333333333,1,0,1232,0,0,0,1,0,20,0
cammisc,16,0,4,17,0.5,1,0,659,0,0,0,1,0,20,0
suchinfamy,24,1,2,20.5,1,1,0,4148,14,0,1,7,0,20,1
saru-san,25,1,2,24,0,1,0,5923,0,0,0,2,0,19,1
cyanide91,20,1,8,24.83333333,0.5,4,1,865,18,0,0,7,0,19,0
lovejitters,19,0,2,22.5,0.5,1,0,27750,0,0,0,1,0,19,1
corinaschad1,38,0,5,28.5,0.6,2,0,47,17,0,5,1,0,19,1
wh0rainz0ne,25,1,2,31.5,1,1,0,6320,16,0,0,0,0,19,1
stohlas,20,1,4,22,1,1,0,8408,54,0,0,2,0,18,0
chelskiii,21,0,2,22,1,1,0,3074,34,0,0,7,0,18,1
apple-fm,19,1,5,18.5,0.4,1,0,2768,1,0,1,2,0,18,0
royquist,35,1,2,25,0.5,1,1,1020,0,0,1,7,0,18,0
leandro-xx,19,1,2,15,1,1,0,150,101,0,0,1,0,18,0
greum,21,1,2,21.5,1,1,0,5884,45,0,0,2,0,17,0
crackedcrystal,26,0,3,27.5,1,2,1,644,103,0,1,1,1,17,1
bsmall25,22,1,2,17.5,1,1,0,9522,6,0,0,1,0,17,1
chemicalsail,22,1,4,22,0.666666667,1,0,9196,18,0,0,3,0,17,0
thiers1993,17,1,2,19,1,1,0,781,18,0,1,2,0,17,0
andrenantes,21,1,2,16,0.5,1,0,3490,47,0,0,0,0,16,0
tzephyrt,20,1,2,22,0.5,2,0,2009,17,0,0,2,0,16,0
clifxd,23,1,3,21.5,0.5,1,0,0,0,0,0,3,0,16,0
banunah,18,0,2,19,0,1,0,638,0,0,0,4,0,15,0
laurapereira4,20,0,2,23,0.5,1,0,308,5,0,0,1,0,15,0
lady_alisa,18,0,2,22,0.5,1,0,527,0,0,0,2,0,15,0
brian_m2,44,1,2,29.5,1,2,0,25068,56,0,0,1,0,15,1
iateyourmother,19,1,2,18.5,1,2,0,4354,86,0,0,1,0,15,0
stardustskin,18,0,3,17.5,1,1,0,43,0,0,0,1,0,15,1
czyszustki,34,1,4,25.5,0.5,1,0,2687,0,0,1,4,0,14,0
deathmachinae,24,0,2,37,0,1,0,0,0,0,0,2,0,14,1
kans_ai,22,0,3,21,0,1,0,7033,5,0,0,4,0,14,0
charlyfaced,16,0,6,16.75,0.75,1,0,2827,7,0,0,4,0,14,1
rscafe26,18,1,2,21,0.5,1,0,2207,7,0,1,0,0,13,1
ojlera13,23,1,4,24.5,0.666666667,2,0,1498,1,0,0,1,0,13,0
vero_peperoni,19,0,2,18,0,2,0,438,47,0,0,2,0,13,1
yuramarusev,28,1,2,19,0.5,2,0,8,3,0,0,1,0,13,0
bertvn,19,1,4,18.25,0.666666667,1,0,17569,53,36,0,40,0,12,0
menelthornil,24,1,2,21,0,1,0,1534,45,0,0,1,0,12,1
kvnitsmine,19,1,3,17,0.666666667,2,0,1197,1,0,1,1,0,12,0
noise-cs,17,1,3,17,0.666666667,2,0,1409,71,0,0,3,0,12,0
elmenders,21,0,4,21.25,0.75,1,0,2916,22,0,1,2,0,12,0
loch__raven,18,1,2,20.5,0.5,1,0,8696,17,6,0,1,0,12,1
ha-just-andrew,16,1,2,16.5,0.5,1,0,0,0,0,0,2,0,11,0
daic0r,28,1,3,24,1,1,0,248,2,0,0,1,0,11,1
really_lol,21,1,2,20,1,1,0,6328,20,0,0,1,1,11,0
luis_yyys_kwc,18,1,4,18.5,0.75,2,0,330,18,0,0,4,0,10,0
balkanboost,20,0,5,33.5,0.666666667,4,1,61,18,0,0,1,0,9,0
arctik92,18,0,3,23.5,0.666666667,1,0,2181,4,0,0,2,0,9,0
sebnem666666,25,0,2,29,1,1,0,2062,0,0,0,9,0,9,0
eistari,21,0,2,24,1,1,0,612,3,0,0,0,0,9,0
miltonalcantara,33,1,2,29.5,1,1,0,4633,0,0,0,1,0,8,0
pjaeaer,19,1,2,16.5,1,1,0,1377,0,0,0,2,0,8,1
alexisharma,18,1,2,20,1,2,0,17,5,0,1,2,0,8,0
samlangley_x,16,0,2,16,1,1,0,166,26,0,1,1,0,8,1
ketrab8,17,1,2,18,1,1,0,2246,22,0,0,1,0,7,0
zstephens,19,1,2,20.5,0,1,0,109,21,0,0,3,0,7,1
rfaloud,19,1,2,19.5,0,1,0,9809,0,0,0,2,0,6,1
papercupscream,23,1,2,21,1,1,0,12235,1,0,0,1,0,6,0
ilfungoso,21,1,2,16,0.5,1,0,341,6,0,0,2,0,5,0
jenneya,14,0,2,16,0,1,0,44,3,0,1,1,0,5,0
kubiasty666,17,1,4,18,0.75,2,0,125,10,0,0,4,0,5,0
kaci85,26,0,2,26.5,1,1,0,5629,64,0,0,2,0,4,0
mendoziss,18,0,6,19.5,0,1,0,941,47,0,0,7,0,4,0
pavel174ru,17,1,3,18,0.333333333,1,0,219,9,0,1,2,0,4,0
benge-baz,49,1,2,17.5,0,1,0,59,0,0,0,1,0,4,0
tchibum,17,1,2,15.5,0.5,1,0,593,2,0,0,1,0,4,0
belma3417,17,0,2,17,1,2,0,0,0,0,0,1,0,4,0
ravensierra,19,1,8,19.83333333,0.714285714,4,0,15376,0,1,0,1,0,42,0
mandss2,21,0,9,18.5,0.714285714,5,0,15224,0,1,0,1,0,32,0
jesusfox,20,1,6,21.25,0.2,3,0,5341,289,0,0,15,0,37,0
american-thighs,21,0,12,22.5,0.333333333,6,0,37817,17,0,0,1,0,11,1
rrrauh,22,0,4,21,0.25,2,0,6389,19,0,0,0,0,29,0
ak1nak1,20,1,6,23,0.25,1,0,31404,187,0,0,34,0,34,0
badborstel,29,1,2,23.5,0.5,1,0,6297,94,0,0,3,0,32,1
roland__,20,1,5,21.5,0.5,2,0,17515,127,0,1,7,1,30,0
mad579,20,1,4,20.5,0.5,1,0,639,6,0,0,1,0,16,0
wildogr,30,1,4,28,0.666666667,3,0,26173,61,0,0,2,0,62,0
cukierpuder3,17,0,3,17,0.666666667,1,0,0,0,0,0,1,0,4,0
methalyne-blue,71,0,3,20.5,0,3,0,16146,5,0,1,1,0,45,1
frank_potente,31,1,18,30,0.75,4,0,74738,47,0,1,30,0,61,1
kristrung,21,0,5,20,0.4,2,0,13977,52,0,0,4,0,28,0
keiell,22,1,29,21.5,0.692307692,16,0,22783,64,0,0,9,0,29,0
sedem_palckov,19,0,13,21,0.545454546,9,0,22286,82,6,0,54,0,42,0
h0nkyt0nk_w0man,21,0,6,22.5,0.6,2,0,16748,72,0,0,6,0,21,1
boosworth,19,1,8,22.5,1,2,0,9789,7,0,0,3,1,38,0
rosenlady,28,0,13,30.83333333,0.857142857,1,0,12052,375,5,1,58,1,71,0
iron1cx,21,1,19,22.3,0.846153846,5,0,55562,0,0,0,28,0,58,1
indahkartika,21,0,13,21.33333333,0.545454546,1,0,31,12,0,0,5,0,10,0
i7an,20,1,10,19.75,0.666666667,2,0,18744,15,0,0,4,0,12,0
paulasaki,20,0,13,22.25,0.75,2,0,10801,11,0,1,21,0,49,0
pozitiff80,31,1,8,28.33333333,0.5,1,0,9490,327,0,0,0,0,44,0
orionray,21,1,19,25.28571429,0.533333333,3,0,10917,0,12,1,48,0,59,0
mashal666,19,1,8,19,0.571428571,1,0,26053,42,0,0,8,0,21,1
ronald_96,15,1,4,24.5,0.75,2,0,1251,109,0,0,3,0,8,0
snarx,22,1,12,23.75,0.777777778,3,0,13847,1,1,0,8,0,72,1
draugluir,25,1,7,22.5,0.833333333,2,0,30460,76,0,1,13,0,60,0
maja_maiqa,30,0,7,33.75,1,3,0,3008,323,0,1,5,0,60,0
yagarsias,25,1,5,24.75,0.6,5,1,4684,33,0,1,10,0,50,0
brundas,20,0,9,29.33333333,0.857142857,1,0,3590,91,0,0,2,0,50,0
khiven,21,1,8,20.25,0.666666667,3,1,18399,87,0,0,2,0,38,0
sbamer,22,1,5,21,0.5,1,0,9338,374,0,0,5,0,38,0
emmak822,21,0,7,21.5,1,1,0,16854,100,0,0,9,0,34,1
phyliciajade,23,0,5,23,1,1,0,4412,61,0,1,1,0,22,1
termokauczuk,78,1,3,18,1,1,0,7213,49,3,0,0,0,15,0
secretspicy15,23,1,66,26.14285714,0.674418605,9,5,45612,1537,20,0,44,0,52,1
civlemming,31,1,11,28.375,0.9,4,0,101930,33,6,1,16,0,74,1
hannes_,24,0,8,28.375,0.571428571,1,0,478,0,0,0,4,0,68,0
metalbark,22,1,8,22.75,0.875,1,0,5877,2,0,0,8,0,66,1
dow_jones,21,1,9,19.875,0.888888889,3,0,25226,0,2,0,8,0,65,0
komkommersla,29,0,9,29.5,0.625,2,1,13123,384,0,1,25,0,59,0
snowboardrebel,20,0,11,24.25,0.777777778,3,0,86557,21,0,1,13,0,59,1
-darkster-,22,1,9,23.5,0.571428571,1,0,7847,2,3,1,7,0,58,0
emwhykay,24,1,11,23.375,0.875,4,0,3957,4,0,1,6,0,58,1
what-about,23,1,9,20.625,0.166666667,5,0,6786,16,4,1,70,0,56,0
gast-1,19,1,10,20.25,1,1,0,3908,39,0,0,17,0,40,0
shadydealer,24,1,4,26,0.75,2,0,640,7,0,0,3,0,35,0
t_schultz,21,0,10,22.25,0,5,0,22234,126,0,0,6,0,31,1
dhunky,20,1,12,20.125,0.454545455,1,0,16163,41,0,0,3,0,27,0
immmpossible,19,0,8,18.625,0.375,1,0,2056,89,0,0,9,0,21,0
groggylemon,21,1,4,20.5,1,1,0,10867,0,0,0,4,1,34,1
buildusfiction,23,1,17,23.5,0.588235294,4,1,14189,59,0,1,40,0,36,1
stellamartin,25,0,3,26,0,2,0,5011,26,0,0,5,1,33,0
cothurnas,28,1,7,25,0.6,5,0,7540,834,4,1,62,0,63,1
wiercik,11,0,37,20.5,0.575757576,5,0,10982,30,29,0,37,0,40,0
goth_sephiroth,22,1,25,21.85714286,0.733333333,8,0,38912,0,1,0,11,0,56,0
pyroice,20,1,9,21.33333333,0.714285714,2,0,61476,1,8,0,26,0,70,0
santta-,18,0,15,19.66666667,0.769230769,3,0,6516,45,1,1,4,0,49,0
misspsychosexy,26,0,10,25.7,0.777777778,1,1,62580,57,343,1,164,0,90,1
xxmichaelwxx,22,1,7,21.66666667,0.833333333,3,0,504,79,3,1,2,0,77,1
toymachine3eb,20,1,6,20.66666667,0.8,1,0,17117,45,0,1,4,0,77,1
twodayromance,21,1,8,23,1,4,0,17845,1,3,0,2,0,76,0
lsarson,21,0,7,21.66666667,0.166666667,2,0,80400,1,0,0,5,0,75,1
hexxi,24,1,8,21.83333333,0.75,1,0,6828,0,0,0,0,0,73,0
buddhabill,24,1,7,26.16666667,1,1,0,54377,0,2,1,1,0,73,1
0x15e,32,1,8,32.16666667,1,3,0,16485,34,1,0,2,1,71,1
wapapa,21,1,9,21.83333333,0.285714286,3,0,51677,0,1,0,1,0,70,0
caldera1,26,1,7,21.16666667,1,2,0,12010,13,8,0,2,0,69,0
puppezz,29,0,5,28.5,0.333333333,1,0,10749,56,0,1,6,0,67,0
rejl,25,1,3,25.5,0.333333333,2,0,24468,1,1,0,2,1,66,0
mtopul,24,1,8,25.83333333,0.166666667,3,0,7239,1,2,0,6,0,66,0
gpreston,31,1,8,30.83333333,0.857142857,1,1,7490,2,1,0,0,0,65,1
indie_lipe,22,1,6,18.66666667,0.166666667,2,0,1067,0,5,0,2,0,65,1
forbana,34,1,9,28.33333333,0.333333333,4,1,1201,59,0,0,0,0,63,1
missskeleton,21,0,4,22.5,1,1,0,1669,0,0,1,2,0,63,0
ardilly,27,1,8,27.5,1,2,0,65080,23,1,0,2,0,62,1
nightmareoc,31,1,3,30,1,2,0,1472,5,0,0,5,0,57,1
gesicht1920,27,1,11,27.83333333,1,1,0,4312,0,0,1,1,0,57,0
gismoquack86,25,1,7,22.66666667,0.833333333,2,0,9645,16,0,0,0,0,54,0
when_in_rome,28,1,2,28,0.5,2,0,132,16,0,1,1,0,53,1
ganster41,24,1,10,20.16666667,1,3,0,4068,2,0,0,3,0,52,0
mad7cat,26,0,3,24.5,1,1,0,361,4,0,1,2,1,51,0
nopancreas,23,0,4,26,0.5,1,0,2553,0,0,0,7,0,51,0
monemusic,29,0,7,29.66666667,1,2,0,4527,113,0,2,4,0,51,1
hectocotylus,23,0,8,23.66666667,0.428571429,3,0,0,0,0,1,16,0,50,0
mr_parsec,26,1,7,25,0.714285714,2,0,27375,2,0,1,1,0,49,0
sprvsu,20,1,7,21.5,0.8,1,0,128,0,0,1,2,0,47,0
morcejo,33,1,5,31,1,1,0,1398,63,0,1,3,0,47,0
cedricbeerten,18,1,4,24,1,2,0,5449,0,0,0,1,0,47,0
piscian,29,1,8,24,0.5,4,0,30189,161,8,1,46,0,46,1
olejohn,30,1,11,27.375,0.666666667,1,0,95108,0,0,0,1,0,45,0
timeshifter84,26,1,7,25.16666667,0.5,7,0,8229,15,0,1,12,0,45,0
lo0n,22,1,6,22,0.5,1,0,7946,0,0,1,1,0,45,0
limafi,20,0,9,21,1,1,0,23174,57,0,0,15,0,44,1
nad_jah,25,0,7,23,0.5,1,1,5229,0,0,1,4,0,43,1
adriguatame,25,0,5,29.5,0.75,3,1,5849,91,0,1,3,1,42,0
nnepo,17,0,9,20.33333333,0.333333333,3,0,13058,65,0,0,3,0,41,0
jacyceckka,17,0,6,19,0.666666667,1,0,0,0,0,0,8,0,40,0
roseclipse,24,1,2,24,1,1,0,3532,182,0,12,0,1,39,0
abatyshe,17,1,6,15.75,0.666666667,3,0,826,0,0,0,0,1,38,0
